id	tweet	subtask_a	subtask_b	subtask_c
85083	 You 100% believe AB would be the player he is today without Big Ben?	NOT	NULL	NULL
22968	  Liberals are in full meltdown today...fun to watch...	NOT	NULL	NULL
80694	  Dr Merck just following orders. Abysmal little pharma troll he is.	OFF	TIN	IND
69136	   He is such an arrogant creep... believes he is God’s gift to Politics	OFF	TIN	IND
77585	  Democrats gun control and mass shootings data determined to be FRAUDULENT.  Democrats are liars once again.  URL	OFF	TIN	OTH
91767	     I think #AltRight is going to burn their jeans next ...  URL	OFF	TIN	IND
92240	 You're very welcome! There are some INCREDIBLE bloggers I have connected with on here!	NOT	NULL	NULL
70628	                                                  Followed all! Please follow back! #MAGA #KAG #RedWaveRising #ConfirmKavanaugh #WalkAway #follo4follo #TrumpTrain	NOT	NULL	NULL
16983	    And democrats ARE out here trying to have policies of gun control. Try watching other news outlets other than Fox.	NOT	NULL	NULL
80031	 Certainly does URL	NOT	NULL	NULL
15030	 Radicalism? Seriously? Let’s see your so called resist movement gave birth to ANTIFA thugs who run around trying to sow chaos &amp; stifle free speech!  has created a dialogue in this country that addresses the division and corruption already plaguing this country.	NOT	NULL	NULL
64611	  If you want societal dregs - take a look at #antifa	NOT	NULL	NULL
99157	   Would have been far cheaper to relocate jobless/homeless to bulgaria where property is super cheap &amp; many speak English. You prefer the expensive brexity way. You're governing. I wouldn't do it that way. Ref was non-binding call for opinion. Disregard it. Was 50/50 near enough.	NOT	NULL	NULL
81906	 Fuck me daddy	OFF	TIN	IND
34020	 And apparently Serena’s cheating and temper tantrum was the only pathway to this endeavor.	NOT	NULL	NULL
28774	#deepstate      you are going down! #MAGA #RedWaveRising #redwave #WalkAwayFromDemocrats #WalkAway #WalkAwayMarch  make this viral URL	OFF	TIN	OTH
91438	 I. AM. READ. E! URL	NOT	NULL	NULL
74761	  Made me smile. 😁😁😁😁😁😁	NOT	NULL	NULL
48464	 Remember when Liberals were called the snowflakes? Conservatives now have the sads about a hollywood award show.	NOT	NULL	NULL
17716	   I hope you didn’t just invite Antifa. Good luck &amp; be safe.	NOT	NULL	NULL
88741	 All that shit was hers URL	OFF	TIN	IND
50443	 Yeah we do legitamately need better mental health treatment in the us (not to say that's a replacement for stronger gun control)	OFF	TIN	GRP
26490	"    Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""?  Crazy!"""	OFF	TIN	IND
17750	 Liberals will blame the NRA before they blame the lunatic that ended the life of 3 innocent individuals.	NOT	NULL	NULL
75022	&amp; you are myy brotherr❤️❤️ URL	NOT	NULL	NULL
79659	  ummm last time we checked chicago already has gun control... the atrocious gun violence didnt start with trump...	NOT	NULL	NULL
30343	 You are gorgeous	NOT	NULL	NULL
32463	 I’d rather be buried alive	OFF	UNT	NULL
75221	   He is an incredible leader and a true hero. Thank you Chef. 	NOT	NULL	NULL
26624	  NO REAL AMERICAN WOULD WATCH THIS CRAP	OFF	TIN	OTH
65624	  Still you are very good. But I’m down to play. Scared money don’t make money they say.	NOT	NULL	NULL
79628	                                             You are way too generous	NOT	NULL	NULL
64656	 Why not move south? Why is it always a Lilly white northern country liberals want to move to? Could it be racism? 👌🏾	NOT	NULL	NULL
15927	 I'll be looking for you on here election night...make sure you are on Twitter.	NOT	NULL	NULL
67824	" Open a Case"" 4-this:  John Kerry: ""Obama &amp; I *KNOWINGLY  *FUNDED *TERROR""  55 BILLION $$$ With a ""B"" !!  God bless Trump #MAGA #KAG #DeepState .. (FULL LINK: URL .. URL"	OFF	TIN	IND
85764	   i told u that wont work.  there will be another CCP. if the GOP collapses and becomes a rump party the liberals will grow until the democratic party splits in the middle into conservative tendency democrats and liberal tendency democrats.	NOT	NULL	NULL
50839	  You have no right to assume she is telling anything less than the truth. Because you side with Kavanaugh says more about you than him. I hope the voters in your state understand than you will always side with him. And consequently always side against her. Shame on you!#VoteBlue	NOT	NULL	NULL
28829	#qanon LIBERALS ARE LIKE MONKEYS THROWING THEIR OWN SHIT AT EVERYTHING	OFF	TIN	GRP
40700	" My husband is getting his PhD in physics while I'm getting mine in chemistry. We usually get the wide-eyed recoil that clearly says, you are not normal humans, and I can have nothing in common with you."" Followed by the polite excuse to stop talking with us."""	NOT	NULL	NULL
73607	    You forgot to tag your Bulletproof bullshit mate  .  You got sucked into the vortex Tom and now you are drinking all the koolaid.	OFF	TIN	IND
75575	     Only people that own guns get a say on what to do about gun control.	OFF	TIN	OTH
51766	 many thanks to Karel in banquet services - he is treating our ONA student newsroom team sooooo well. We really appreciate the whole team!	NOT	NULL	NULL
47621	" Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular."""	OFF	TIN	IND
99077	 Bitter Barack. That says it all	NOT	NULL	NULL
84715	 She has not been coached well enough yet.  This whole thing is a scam to delay a vote so that it is a midterm election talking point.  Conservatives should make it a non issue by turning out in record numbers to support MAGA agenda and candidates.	NOT	NULL	NULL
58516	" Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years."""""	NOT	NULL	NULL
47261	 Omg Jin’s laugh makes me wanna laugh my whole life. He is so adorable	NOT	NULL	NULL
51570	 Obama’s and Dems passed Affordable Care without Senate Majority so Gun Control COULD Have happened	NOT	NULL	NULL
81995	                                          It would	NOT	NULL	NULL
33182	 Your dad is my Idol an he is raising to amazing young men	NOT	NULL	NULL
30135	"   Right now is the most convenient time for a possible"" wrinkle to thrown at Conservatives. Dems have whined and cried and stomp their feet and thrown tantrums until the rest of America that may have trusted them definitely dont now. Theyre lying snakes and they deserve nothing."""	NOT	NULL	NULL
97874	 Don’t believe that.	NOT	NULL	NULL
89986	1 Year Ago Today Cherry Oakwood Radio Hostess went Home to be with God. She is… URL	NOT	NULL	NULL
61091	  And what do you think Ron desantis is going to do for you? He's probably in the back pocket of the NRA!! Good luck getting anything done as far as gun control because that is what we'r seriously need as a country! We need tougher background checks at least!!	OFF	TIN	IND
26424	"   That's a black referring to a group. Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term. I'm thinking more of stuff like this:   URL  Antifa n word"" is quite a fruitful search."""	OFF	TIN	IND
95792	Remember. Just like we tried to tell you. You don't hear from Roy Moore's accusers anymore. They're running the same play. #ConfirmKavanaugh #MAGA #ChristineBlaseyFord	NOT	NULL	NULL
69327	                                                  Is that supposed to hurt my feeling or something?  Wait- let me get my 8 year old.  She is more your speed.	NOT	NULL	NULL
43686	   I was just going through my TL and I saw this. There are no words she is such a sweetheart this is so horribly sad. May her family find the strength.	NOT	NULL	NULL
26841	   Actually Texas is a red state that has had TOO MANY liberals move in trying to ruin things. So don't cast aspersions against Texas. It's the liberals from Cali. and Colorado that keep moving in.	NOT	NULL	NULL
34819	 He is phony and opportunist. Look at the millions he is making out of gullible people. Lets see if he donates millions he has to help his hometown. Oh well its people’s money they use. Their money is untouchable	OFF	TIN	IND
73021	 Conservatives just keep doubling down on being terrible people.	OFF	TIN	GRP
30213	 The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is	OFF	TIN	IND
81333	  That's the problem with conservatives. They mix up etiquette and talent. Both in moderation.	NOT	NULL	NULL
59696	  Bet Ford is a part of antifa and the Berkeley gang	OFF	TIN	GRP
76356	 She is absolutely gorgeous!	NOT	NULL	NULL
39851	   Candiace. She is trash.	OFF	TIN	IND
51846	      Yes he is😘	NOT	NULL	NULL
49736	      &gt;comparing Antifa weaklings to WWII soldiers	OFF	TIN	GRP
97528	 Lmao 😂 man oh man she is thanking a drug addict for support ? The other guy had it right shes a story teller plain and simple!	NOT	NULL	NULL
25212	 Conservatives *lied*!?!  About their virtues?  This is my shocked face.	NOT	NULL	NULL
87479	 Clown	OFF	TIN	IND
76064	  He would say that.... he’s running scared!!  And so he should be!	NOT	NULL	NULL
91864	 You are carrying Dave. Get out while you can.	NOT	NULL	NULL
54425	"   Doesn't ALTERNATIVE FACT"" = FALSEHOOD?  #MAGA          How do ""Alt"" gov accounts exist?  How many accounts?  Illegal?   Subverting will of the people? Who runs? Who pays? Where from? IP address tracking?"""	NOT	NULL	NULL
16548	   Democrat  supports domestic terror group #Antifa URL	NOT	NULL	NULL
46503	 An obvious last minute liberal ploy to delay confirmation. More dirty tricks since the liberals lost the previous election.	NOT	NULL	NULL
49963	" Ms Weaver is incorrect. Not once that I am aware, has any informed person who advocates gun control said they want to take away all weapons. Semi autos, yes. Better registration, yes. Better background checks, yes. Ms Weaver appears to bend"" the truth to create fear &amp; chaos."""	NOT	NULL	NULL
99649	 just turn on everywhere eb 🙄	NOT	NULL	NULL
18909	  Only if Soros says I can!	NOT	NULL	NULL
10087	 Gorgeous! And those tits are KILLER! ❤️	OFF	TIN	IND
52905	.theresa_may: Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative...the first time any government has offered housing associations such long-… URL	NOT	NULL	NULL
98679	 We in this bitch together 💁🏽‍♂️	OFF	TIN	IND
57758	‘WHOA-BAMA!’ Dismayed Michelle Obama fans suffer sticker shock over price of book tour tickets URL #sitroom #TheLead #outfront #AC360 #NPR #PBSnews #PBSnewshour #tcot #tlot #maga #nyc #boston #baltimore #cleveland #chicago #milwaukee #denver #philadelphia #la	NOT	NULL	NULL
85983	 At least he's not a coward like you.  What's your platform?  Where's your donor list?    #BernierNation It's time conservatives did the right thing.	OFF	TIN	IND
46830	  You know it's a good tyr impression when there's a fat typo in it	NOT	NULL	NULL
20802	 ANTIFA? As in anti fascism? Damn who wouldn't want that in America? Maybe our ancestors who fought the nazis in ww2?	OFF	TIN	OTH
36324	 Hmm! Maybe we now know why they see such a need for gun control - restraint of _their own_ overly violent tendencies. 😉	NOT	NULL	NULL
15328	  Where is integrity in any of these Trump hating agencies. Justice only works for liberals.	NOT	NULL	NULL
42541	 It’s a disgrace and  are in danger of imploding if they don’t remove 	OFF	TIN	IND
43434	 I SAW IT but mi*rosoft sucks at translations	OFF	TIN	IND
92598	" 😂😂 yeah ok sure next time"" i just didnt wanna let people know who she is so that they dont go all over her and attack her but if ur sure then OkAy"""	NOT	NULL	NULL
86531	  So conservatives freak out about coffee cups people kneeling for social injustice Nike shoes Etc I think it's the conservative that needs safe spaces	NOT	NULL	NULL
96433	    NICELY SAID MR.REDWOOD !!!	NOT	NULL	NULL
10455	 Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals.	NOT	NULL	NULL
36244	 Gitmo could resolve Holders issues along with all of Obama’s Clowns	OFF	TIN	GRP
